# Field        ID                       RA                 DEC                 FWHM               ISOarea KRON_RADIUS        nDet_magPStotal PhotoFlagDet U_PStotal          F378_PStotal       F395_PStotal       F410_PStotal       F430_PStotal       G_PStotal          F515_PStotal       R_PStotal          F660_PStotal       I_PStotal          F861_PStotal       Z_PStotal          e_U_PStotal           e_F378_PStotal       e_F395_PStotal       e_F410_PStotal        e_F430_PStotal        e_G_PStotal           e_F515_PStotal        e_R_PStotal           e_F660_PStotal        e_I_PStotal           e_F861_PStotal        e_Z_PStotal           r_-_i                r_-_Halpha          e(r_-_i)              e(r_-_Halpha)         main_id                       ra_x           dec_x          coo_err_maj coo_err_min coo_err_angle nbref ra_sexa        dec_sexa       main_type       other_types                                         radvel      redshift sp_type morph_type plx    pmra    pmdec  size_maj size_min size_angle B      V     R_x    J      H      K      u g      r_xa   i      z      angDist 
  HYDRA-0076   iDR3.HYDRA-0076.066103   164.7459588212315  -31.60947413507693  1.9107612          47      3.2957837999999997 12.0            0            17.502346          17.487198          17.453579          17.540857          17.549019          17.628738000000002 17.521711          17.552177          17.28825           17.535007          17.396498          17.504456          0.015154021           0.022279605          0.03253138           0.030227632999999997  0.029657918999999998  0.012617066000000001  0.023477613999999997  0.010009042           0.010017528000000001  0.011252828000000001  0.01934473            0.01736409            0.01717000000000013  0.2639269999999989  0.015060114865277356  0.014160924722225876  "EC 10566-3120"               164.7459459568 -31.6094548731 0.0         0.0         90.0          5     "10 58 59.02703" "-31 36 34.0375" CataclyV*       "blu|CV*|*  |V* |CV*"                               ""          ""       ""      ""         0.6799 -9.72   1.62   ""       ""       ""         16.4   16.76 17.3   ""     ""     ""     "" ""     ""     ""     ""     0.079775
  HYDRA-0077   iDR3.HYDRA-0077.045343   150.7773917497195  -33.619056856840174 1.8815444          143     2.9019627999999997 12.0            2            18.832577          18.944029          18.354515          17.623676          17.355389000000002 16.802523          16.516624          16.064344000000002 15.720057999999998 15.805516          15.353567000000002 15.676466          0.033102464           0.057178295999999997 0.05959811           0.027943106000000002  0.021896368           0.0063183364          0.011057748000000001  0.0040318286          0.004006314600000001  0.0037352772999999996 0.0051242174          0.004573323           0.25882800000000117  0.34428600000000387 0.005496174885106299  0.005683854197105263  "CRTS J100306.6-333707"       150.7775833333 -33.6188333333 ""          ""          172.0         1     "10 03 06.62   " "-33 37 07.8   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.81 ""     ""     ""     ""     "" ""     ""     ""     ""     0.988627
  HYDRA-0077   iDR3.HYDRA-0077.079194   149.75887517491253 -32.89778902366054  2.0142412          64      3.5065367          12.0            0            19.121948          18.250313000000002 17.691769          17.460224          17.287622          17.605642          17.145554          17.407091          17.212524          17.355407999999997 17.165747          17.337335999999997 0.039715514           0.03281503           0.035145056          0.025204146           0.021129892999999997  0.0101178605          0.016324455           0.0084662475          0.009070124           0.009265623           0.015350677           0.013453917           0.05168300000000414  0.19456700000000282 0.012551060365936626  0.012407437128860749  "CRTS J095902.0-325352"       149.7588382141 -32.8977291406 0.0         0.0         90.0          2     "09 59 02.12117" "-32 53 51.8249" RRLyr           "RR*|*  |RR?"                                       ""          ""       ""      ""         ""     -0.03   -0.65  ""       ""       ""         ""     17.27 ""     ""     ""     ""     "" ""     ""     ""     ""     0.242809
  HYDRA-0077   iDR3.HYDRA-0077.092433   150.41006552610187 -32.935900293432496 2.1491662999999996 235     2.7668147000000003 12.0            0            17.665909          17.432016          17.092724          16.443916          16.293892          16.022467000000002 15.618972          15.382442000000001 15.043593          15.131748000000002 14.745319          15.004591          0.014724382           0.019046621          0.02353028           0.013223899499999999  0.011455618999999998  0.0042138426          0.006797665699999999  0.0028593442          0.002859527           0.0026719912          0.0037603893          0.0031863767999999997 0.2506939999999993   0.3388490000000015  0.003913487731800252  0.00404385260831829   "CRTS J100138.5-325609"       150.4104166667 -32.9358888889 ""          ""          172.0         1     "10 01 38.50   " "-32 56 09.2   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.22 ""     ""     ""     ""     "" ""     ""     ""     ""     1.061732
  HYDRA-0080   iDR3.HYDRA-0080.032627   155.1756706372574  -33.833990076273196 2.0665846          116     3.1170084          12.0            0            16.801743          16.594393          16.508957000000002 16.592514          16.612522          16.635178          16.632008          16.543516          16.225277          16.484688000000002 16.147505          16.41816           0.009916056999999999  0.012188796000000002 0.016131863          0.014597434           0.014112306000000002  0.0060093617          0.011712189           0.005193621           0.00512503            0.0052784             0.007870954           0.006673468           0.058827999999998326 0.31823900000000194 0.007405079719465618  0.007296549293504499  "CRTS SSS120215 J102042-335002" 155.1756666667 -33.834        ""          ""          172.0         2     "10 20 42.16   " "-33 50 02.4   " Candidate_CV*   CV?                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.037647
  HYDRA-0082   iDR3.HYDRA-0082.001017   158.18848903245183 -34.306016717152126 1.8912176          169     2.8281462000000004 12.0            2            18.127825          17.416367          17.094238          16.775646          16.637638          16.319828          16.30671           16.02346           15.737641          15.915285          15.622704500000001 15.863484          0.020464802           0.018865928          0.022266038          0.016591912           0.014791944           0.0051971707          0.009999904           0.0039589894          0.0039431094          0.003972149           0.0058479905000000006 0.0051127663          0.10817499999999924  0.28581900000000005 0.005608169464942492  0.005587638929787851  "CRTS J103245.5-341825"       158.1884448449 -34.3060312637 0.0         0.0         90.0          2     "10 32 45.22676" "-34 18 21.7125" RRLyr           RR*|RR?|*                                           ""          ""       ""      ""         0.1009 1.41    -1.85  ""       ""       ""         ""     16.17 ""     ""     ""     ""     "" ""     ""     ""     ""     0.141453
  HYDRA-0083   iDR3.HYDRA-0083.007067   160.26609841870317 -34.18983231402896  3.2989550000000003 81      3.8525648          12.0            2            19.73013           19.127934          18.788689          18.408064000000003 18.388084          18.045795000000002 18.036082999999998 17.785295          17.410728          17.678677          17.283981          17.584291          0.061036695           0.058031354          0.068919495          0.04634612            0.04217445            0.0135700805          0.027700705           0.010407912           0.009786254           0.011220966499999999  0.018065637           0.016339159           0.10661800000000099  0.37456700000000254 0.015304728726568994  0.014286196119060525  "CRTS J104104.0-341120"       160.266052431  -34.1898262374 0.0         0.0         90.0          2     "10 41 03.85258" "-34 11 23.3745" RRLyr           RR*|RR?|*                                           ""          ""       ""      ""         ""     -0.63   -0.31  ""       ""       ""         ""     17.8  ""     ""     ""     ""     "" ""     ""     ""     ""     0.138681
  HYDRA-0084   iDR3.HYDRA-0084.023783   161.8231522366769  -33.86184263314197  2.2357332999999997 308     2.8546772000000002 12.0            2            17.065105          16.617773          16.39992           15.8629055         15.68077           15.402859          15.040576999999999 14.751087          14.437826999999999 14.453373000000001 14.121174          14.294768          0.01112655            0.012353573999999999 0.015551289          0.009848258           0.008431384           0.0031343029999999997 0.005100719           0.0021128085999999996 0.0021351057000000002 0.0018716113000000001 0.0028165185          0.002167197           0.29771399999999915  0.3132600000000014  0.0028225678093752944 0.0030037703857662707 "CRTS J104717.4-335142"       161.8227916667 -33.86175      ""          ""          172.0         1     "10 47 17.47   " "-33 51 42.3   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     14.58 ""     ""     ""     ""     "" ""     ""     ""     ""     1.12829 
  HYDRA-0084   iDR3.HYDRA-0084.041973   161.400019494829   -33.50084621223143  2.3370802000000004 180     3.0826817          12.0            0            17.62894           16.677292          16.146411999999998 15.832113          15.75101           16.080341          15.572087          15.851477          15.610954999999999 15.774364000000002 15.577971          15.766492000000001 0.015605537           0.01240212           0.012913683          0.009874569           0.008951615999999999  0.004600867           0.0068919733          0.003724409           0.0038615207          0.0037377602          0.00612289            0.0049402104          0.0771129999999971   0.24052200000000035 0.005276558889274812  0.005364938444736294  "CRTS J104536.0-333003"       161.3999909708 -33.5008427682 0.0         0.0         90.0          2     "10 45 35.99783" "-33 30 03.0340" RRLyr           "RR*|*  |RR?"                                       ""          ""       ""      ""         0.0067 -2.93   0.03   ""       ""       ""         ""     16.14 ""     ""     ""     ""     "" ""     ""     ""     ""     0.086521
  HYDRA-0085   iDR3.HYDRA-0085.042305   164.66804615447325 -33.503174616813816 2.6104012          522     2.8518333          12.0            0            15.523754          15.098917000000002 14.559139000000002 14.29546           14.208178          14.255595999999999 13.978107000000001 14.092282999999998 13.958466          14.070189000000001 13.869089          14.0941515         0.0050832596999999995 0.0060252883         0.007143928000000001 0.0052963165          0.004849742           0.0019793194          0.0037191843          0.0016476574          0.0017713441          0.0016905649          0.0025475703          0.002054144           0.022093999999997394 0.13381699999999874 0.002360674604617665  0.0024191806109465186 "CRTS J105840.5-333010"       164.66875      -33.5028888889 ""          ""          172.0         1     "10 58 40.50   " "-33 30 10.4   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     13.97 ""     ""     ""     ""     "" ""     ""     ""     ""     2.349946
  HYDRA-0087   iDR3.HYDRA-0087.037492   152.71586515599603 -35.00780396726373  5.458081           267     4.5209055000000005 12.0            0            18.798723000000003 18.076946          18.033507999999998 18.132114          18.055088          17.68769           16.877548          17.436605          16.578869          17.37677           17.304582999999997 17.187078          0.03417709            0.031760603          0.044229757          0.041426007           0.037615802000000004  0.0124957375          0.014426841000000001  0.009739061           0.007735291           0.011373951           0.023302398999999998  0.016076015           0.05983499999999964  0.8577359999999992  0.014973846216390831  0.012437203705672832  "LEDA  654529"                152.71625      -35.0077777778 ""          ""          172.0         1     "10 10 51.9    " "-35 00 28     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.31     0.25     68         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     1.138687
  HYDRA-0088   iDR3.HYDRA-0088.056085   153.53879520640885 -34.89133439979314  1.9353695          174     2.8551157000000003 12.0            2            18.308526999999998 18.043732000000002 17.963106          17.42523           17.280014          16.775265          16.618732          16.113316          15.873415          15.841866          15.584361          15.683579          0.019881582           0.023526046000000002 0.03205985           0.020813907           0.01855141            0.006216581999999999  0.011138186000000001  0.004007983499999999  0.0042018774          0.0036814595          0.00599416            0.0044354727          0.2714500000000015   0.23990100000000147 0.005442157273215512  0.0058068670917201986 "CRTS J101409.3-345328"       153.539        -34.8913611111 ""          ""          172.0         1     "10 14 09.36   " "-34 53 28.9   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.08 ""     ""     ""     ""     "" ""     ""     ""     ""     0.612324
  HYDRA-0088   iDR3.HYDRA-0088.067348   153.475351986868   -34.739734034870985 16.429676          542     4.666869           12.0            2            19.747103          19.110657          19.242321          19.127832          18.997436999999998 18.817383          18.506729999999997 18.50607           17.923532          18.385932999999998 18.27037           18.213015          0.049580615           0.045066424          0.07362403           0.06148169            0.05405845            0.019138211000000002  0.03266714            0.014783901           0.012422718999999999  0.017164633000000002  0.035135075           0.025686347999999998  0.12013700000000327  0.5825379999999996  0.022653660958054662  0.019310299742126273  "LEDA  658182"                153.4754166667 -34.7397222222 ""          ""          172.0         1     "10 13 54.1    " "-34 44 23     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.49     0.2      39         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.196011
  HYDRA-0088   iDR3.HYDRA-0088.092974   153.68411718351285 -34.3382478369469   27.860490000000002 4631    3.531282           12.0            2            18.97861           18.703041          18.445953          18.170467000000002 18.043910999999998 17.791447          17.563457          17.211834          16.96949           16.921286          16.683173999999998 16.695227          0.029956901           0.03510622           0.043404992999999996 0.032652732000000004  0.02915951            0.010623776000000001  0.018643506           0.007053354           0.007355436999999999  0.00670444            0.011469998           0.008375348000000001  0.29054800000000114  0.24234399999999923 0.009731357477912114  0.010190792712556025  "IC 2558"                     153.6839291667 -34.3387777778 ""          ""          172.0         24    "10 14 44.143  " "-34 20 19.60  " EmG             "EmG|HI |G  |Rad|G"                                 2609.7      0.008743 ""      I          ""     ""      ""     0.773    0.356    20         14.48  ""    13.4   11.92  11.195 11.123 "" ""     ""     ""     ""     1.987968
  HYDRA-0089   iDR3.HYDRA-0089.003998   155.52186282881692 -35.63222591442139  3.7194644999999995 594     2.911514           12.0            2            13.882532999999999 13.910707          13.94599           13.879154999999999 13.948919          14.053347          14.09195           14.16099           14.062831          14.274512          14.250689999999999 14.418365          0.0021486287          0.0030591204         0.004527436          0.0037950109999999996 0.00374945            0.0017607132999999998 0.0033668068          0.0018146265          0.0017556403          0.0017954347          0.0029143159999999997 0.002282301           -0.11352199999999968 0.09815900000000077 0.002552734826899641  0.002524904393731838  "Gaia DR2 5445756851859162752" 155.5218802662 -35.6322237882 0.0         0.0         90.0          1     "10 22 05.25126" "-35 37 56.0056" Star            blu|*                                               ""          ""       ""      ""         1.031  -6.38   -1.29  ""       ""       ""         ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     0.051592
  HYDRA-0089   iDR3.HYDRA-0089.031001   156.56330224751989 -35.17323085491432  3.2226884          278     3.1252499          12.0            0            17.818108          17.000149          16.468142999999998 16.102287          15.926006          15.722113          15.695247          15.550217000000002 15.392107000000001 15.526375          15.397873          15.480214000000002 0.014555111           0.013533479          0.015380451000000002 0.010837778000000001  0.009502155           0.0038127540000000002 0.007121324           0.003507089           0.0032817697999999998 0.003261788           0.0051086377          0.003921968400000001  0.023842000000001917 0.15811000000000064 0.004789460743222038  0.004803091324773352  "CRTS J102615.2-351023"       156.5632435398 -35.1731919945 0.0         0.0         90.0          3     "10 26 15.17845" "-35 10 23.4912" RRLyr           "RR*|*  |RR?"                                       ""          ""       ""      ""         0.0817 1.71    -3.13  ""       ""       ""         ""     16.02 ""     ""     ""     ""     "" ""     ""     ""     ""     0.222299
  HYDRA-0093   iDR3.HYDRA-0093.029020   162.6199035129369  -35.25568000550686  1.8255991000000003 46      3.1689133999999997 12.0            0            20.042479999999998 19.585936          19.357302          18.758778          18.25021           18.127628          17.441898000000002 17.33086           16.599876000000002 16.986134          16.235844          16.785576000000002 0.08472393            0.09456752           0.12758505           0.06459946            0.04147846            0.0135304555          0.01911121            0.0075780326          0.0061585014          0.0068703187          0.00848549            0.00864798            0.3447260000000014   0.7309839999999994  0.01022877593489233   0.00976492281487492   "CRTS J105028.7-351521"       162.6195833333 -35.2558888889 ""          ""          172.0         1     "10 50 28.70   " "-35 15 21.2   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.94 ""     ""     ""     ""     "" ""     ""     ""     ""     1.204737
  HYDRA-0093   iDR3.HYDRA-0093.041181   162.16979020616287 -35.09014923662983  27.980255          1364    3.9783127          12.0            2            19.455744          18.955019          18.742426000000002 18.726886999999998 18.486454000000002 18.347553          18.143454000000002 17.849148          17.599242999999998 17.583199          17.442898          17.376444          0.05256037400000001   0.05688082           0.07715948           0.063752756           0.050381877           0.015854996           0.03148227            0.010377698000000001  0.011041177           0.010065296999999999  0.018976735           0.013137962           0.2659489999999991   0.24990500000000182 0.014457068149435176  0.015152696305428055  "6dFGS gJ104840.7-350525"     162.1693875    -35.0902111111 ""          ""          172.0         1     "10 48 40.653  " "-35 05 24.76  " Galaxy          G                                                   2853.2917   0.009563 ""      ""         ""     ""      ""     0.417    0.158    120        15.91  ""    15.0   13.637 13.036 12.327 "" ""     ""     ""     ""     1.206981
  HYDRA-0094   iDR3.HYDRA-0094.011884   164.40217291905444 -35.5043965318927   32.463417          344     5.1045322          12.0            2            20.235197          19.77074           19.770226          19.630554          19.570232          19.357533          19.010458          19.10052           18.612473          18.967567000000003 18.937206          18.887342          0.07227283            0.07669639           0.122975826          0.09844787            0.09929267            0.02941004            0.049563475           0.023380194           0.018852893           0.029788619           0.058164347000000005  0.043901384           0.132952999999997    0.4880469999999981  0.037868130313032315  0.03003439771240777   "LEDA  648093"                164.4020833333 -35.5047222222 ""          ""          172.0         1     "10 57 36.5    " "-35 30 17     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.29     0.22     119        ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     1.20152 
  HYDRA-0095   iDR3.HYDRA-0095.001668   150.69208746645677 -37.01498008986631  2.5079192999999997 96      3.659018           12.0            2            18.018572          17.964867          17.594727          17.162668          16.951970000000003 16.797287          16.471497          16.446709          16.138542          16.370369          15.816698          16.313297          0.041527092           0.043845944000000005 0.04954032           0.02984495            0.023567276           0.010563056000000001  0.014331585           0.00765021            0.006084366           0.008376199           0.008801988           0.012273679           0.0763399999999983   0.3081669999999974  0.0113440038228       0.009774723661876893  "CRTS J100246.0-370053"       150.6919166667 -37.0149444444 ""          ""          172.0         1     "10 02 46.06   " "-37 00 53.8   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.62 ""     ""     ""     ""     "" ""     ""     ""     ""     0.507461
  HYDRA-0095   iDR3.HYDRA-0095.014451   151.14070348825157 -36.79048685804729  2.3661897          99      3.4620437999999996 12.0            2            18.292042000000002 18.115036          17.744781          17.238138          17.109436          16.763435          16.466763          16.225304          15.925211          16.038176999999997 15.611104999999998 15.941082999999999 0.05128384            0.049131274          0.055565353          0.03058509            0.025455883           0.01013238            0.013958284           0.006794606999999999  0.0054473393          0.0067865127          0.00765221            0.009322818           0.18712700000000382  0.30009300000000216 0.00960330354157934   0.008708627316275136  "CRTS J100433.7-364726"       151.1405       -36.7906111111 ""          ""          172.0         1     "10 04 33.72   " "-36 47 26.2   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.94 ""     ""     ""     ""     "" ""     ""     ""     ""     0.737733
  HYDRA-0096   iDR3.HYDRA-0096.064441   152.81140842054953 -35.72825122090313  2.7793083          131     3.6122522000000004 12.0            2            19.040024          18.49399           18.135756          17.536407          17.381794          17.080988          16.654770000000003 16.385101000000002 16.090324          16.072364999999998 15.777282000000001 15.903122          0.072690144           0.054759014          0.061588752999999996 0.035286456           0.02794391            0.010241442           0.013802331999999999  0.005561553           0.0050408617          0.0048329094          0.0066904619999999995 0.0057228114000000005 0.31273600000000457  0.2947770000000034  0.007368031286606848  0.007506074769833824  "CRTS J101114.6-354341"       152.811125     -35.7282777778 ""          ""          172.0         1     "10 11 14.67   " "-35 43 41.8   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.32 ""     ""     ""     ""     "" ""     ""     ""     ""     0.833786
  HYDRA-0098   iDR3.HYDRA-0098.003684   156.0704824153117  -37.01203563776546  5.1134889999999995 359     3.2078592999999995 12.0            0            17.092566          16.979681          16.801820000000003 16.31535           16.2085            15.852134          15.618414000000001 15.096138          14.825476          14.804429999999998 14.369229999999998 14.624567          0.010065198000000001  0.014127321000000002 0.01834904           0.012820361           0.011921417           0.0043176427          0.007527101           0.0024876985999999998 0.0025584418          0.0022792916          0.003186965           0.0026240114          0.29170800000000163  0.27066199999999974 0.0033739908894768102 0.003568510721355507  "CRTS J102416.8-370043"       156.0702916667 -37.0121111111 ""          ""          172.0         1     "10 24 16.87   " "-37 00 43.6   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     14.63 ""     ""     ""     ""     "" ""     ""     ""     ""     0.611957
  HYDRA-0098   iDR3.HYDRA-0098.078209   157.29582790778508 -35.687818629569826 21.221968          3024    3.7501528          12.0            0            19.29685           18.752829000000002 18.539576999999998 18.426952          18.23444           18.077366          17.823166          17.63256           17.343729          17.329292000000002 17.191376          17.100445          0.035024997           0.03896078           0.051362958          0.04275709            0.037227042           0.013542226499999999  0.024115786           0.008897104           0.00890376            0.008465614           0.014433988           0.010773531000000001  0.3032679999999992   0.28883100000000184 0.012281086270514184  0.012587112525294115  MCG-06-23-034                 157.2960798921 -35.6879609711 0.002       0.002       90.0          10    "10 29 11.05917" "-35 41 16.6595" GinGroup        "HI |IR |G  |*  |G  |GiG|G"                         2104.0      0.007043 ""      Sbr        ""     ""      ""     0.343    0.295    125        15.0   ""    ""     12.91  12.264 12.03  "" ""     ""     ""     ""     0.897464
  HYDRA-0099   iDR3.HYDRA-0099.013525   158.82799732327132 -36.87848044358572  26.133606          3565    3.8382568          12.0            2            18.219757          17.784748          17.734924          17.521713000000002 17.378529          17.200544          17.023746          16.696735          16.430999999999997 16.580868          16.514933          16.425152          0.01943746            0.021865388          0.030524272          0.024345673999999998  0.022390447999999997  0.008634312           0.015574316999999999  0.0062396424          0.005974274599999999  0.006066976           0.010102143499999999  0.007515649           0.1158670000000015   0.26573500000000294 0.008702949790987752  0.008638581728274782  "ESO 375-69"                  158.8278333333 -36.878525     ""          ""          172.0         15    "10 35 18.680  " "-36 52 42.69  " EmG             "EmG|G  |Rad|IR |G"                                 3141.3814   0.010534 ""      S:r        ""     ""      ""     0.477    0.353    140        14.38  ""    13.46  12.221 11.771 11.399 "" ""     ""     ""     ""     0.498736
  HYDRA-0099   iDR3.HYDRA-0099.035917   157.6274682004481  -36.479748605745336 20.823235          408     4.934428           12.0            2            20.005419          19.465942000000002 19.407846          19.517246          19.44485           19.182709          18.39648           18.944770000000002 18.15471           19.079487          18.950810999999998 18.966423000000002 0.06478375            0.06558439           0.096319385          0.0931914             0.08863722            0.02767007            0.03508135            0.024131762           0.015591664           0.033053584           0.05846835            0.052479399999999995  -0.13471699999999842 0.7900600000000004  0.04092531432340746   0.028730505103696662  "LEDA  636268"                157.6270833333 -36.48         ""          ""          172.0         1     "10 30 30.5    " "-36 28 48     " Galaxy          G                                                   ""          ""       ""      ""         ""     ""      ""     0.54     0.17     179        ""     ""    ""     ""     ""     ""     "" ""     ""     ""     ""     1.435329
  HYDRA-0102   iDR3.HYDRA-0102.004569   163.56256081798472 -36.97390935159591  2.265691           65      3.268838           12.0            0            18.415454999999998 17.821676          17.561655          17.094213          16.938862          17.006527          16.399681          16.508760000000002 16.03643           16.29239           15.801341          16.183321          0.031700373           0.032861914          0.03762465           0.02445939            0.020762911000000002  0.008936838           0.012204826           0.005768305600000001  0.005237475           0.0054990659999999995 0.007472284599999999  0.006961084           0.21637000000000128  0.472330000000003   0.007969509167279211  0.007791308867617582  "CRTS J105414.9-365826"       163.5623333333 -36.9739444444 ""          ""          172.0         1     "10 54 14.96   " "-36 58 26.2   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.19 ""     ""     ""     ""     "" ""     ""     ""     ""     0.666348
  HYDRA-0102   iDR3.HYDRA-0102.055962   162.93437332255317 -36.015948137157025 2.1165447          94      3.2933983999999996 12.0            2            18.344573999999998 17.678179          17.55196           16.895927          16.799706          16.700872          16.264767000000003 16.143963          15.8317585         15.920612          15.606535999999998 15.8123            0.030551743           0.029978227000000003 0.038069896          0.021053432           0.018711746           0.0072269924          0.011130956000000001  0.0046151634          0.0046510566          0.0043945364          0.0066291247          0.0054569957          0.2233509999999992   0.3122045           0.006372729664721745  0.006552256153807109  "CRTS J105144.0-360056"       162.9335416667 -36.0156388889 ""          ""          172.0         1     "10 51 44.05   " "-36 00 56.3   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.17 ""     ""     ""     ""     "" ""     ""     ""     ""     2.665325
  HYDRA-0102   iDR3.HYDRA-0102.075825   164.13963946925722 -35.64993911054364  2.1502893          116     3.130194           12.0            0            18.437382          18.518875          18.07938           17.313198          17.163689          16.605946          16.427126          15.940326999999998 15.694626000000001 15.676649          15.322417000000002 15.567160000000001 0.032470707           0.058140244          0.057037324          0.029051779           0.02466931            0.006842478000000001  0.012496104           0.0040967446000000005 0.0043023555          0.0038156859999999996 0.005573209           0.0046643972999999995 0.26367799999999875  0.24570099999999684 0.005598461928800191  0.005940839937753702  "CRTS J105633.5-353859"       164.139625     -35.6498611111 ""          ""          172.0         1     "10 56 33.51   " "-35 38 59.5   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.88 ""     ""     ""     ""     "" ""     ""     ""     ""     0.28397 
  HYDRA-0102   iDR3.HYDRA-0102.076155   164.22204126596534 -35.65194013730978  2.0607612          46      3.372665           12.0            0            19.760109          19.32771           18.653682999999997 17.97757           17.779766          17.781738          17.018297          17.05947           16.387736999999998 16.799782          16.0517            16.645523          0.09907949            0.11552003           0.091433525          0.04927527            0.039839502           0.01592949            0.01889182            0.008362104           0.006543399           0.007760149           0.008765574           0.009615693           0.2596880000000006   0.6717330000000032  0.011408097817297019  0.010617949603384686  "CRTS J105653.2-353907"       164.2220416667 -35.6519444444 ""          ""          172.0         1     "10 56 53.29   " "-35 39 07.0   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     16.65 ""     ""     ""     ""     "" ""     ""     ""     ""     0.01555 
  HYDRA-0103   iDR3.HYDRA-0103.080579   151.14107030288636 -37.335568889758896 12.025864          5158    3.547454           12.0            2            18.716537          18.330420999999998 18.076351000000003 17.830568          17.614271          17.132294          16.905432          16.290411          15.935945499999999 15.795725          15.549778          15.422360000000001 0.042773772           0.043230555999999996 0.05915041           0.037685294           0.029973728999999998  0.008837568           0.016060088           0.004837524           0.0047144233          0.0041166097          0.0063790637          0.004559899           0.49468599999999974  0.3544654999999999  0.006352016520185546  0.006754807584391941  "ESO 374-28"                  151.1411463734 -37.3356587957 0.004       0.007       90.0          13    "10 04 33.87513" "-37 20 08.3717" EmG             "EmG|*  |G  |Rad|IR |G  |GiG"                       4854.1689   0.016325 ""      Sab        ""     ""      ""     0.913    0.402    115        14.69  ""    13.4   11.215 10.489 10.259 "" ""     ""     ""     ""     0.390087
  HYDRA-0103   iDR3.HYDRA-0103.081687   150.4788764485886  -37.28205180838733  2.6478919999999997 248     3.1281466          12.0            2            17.388296          16.823895          16.578876          16.033507999999998 15.898149499999999 15.951533999999999 15.321584          15.409891          14.890823999999999 15.176670000000001 14.661466          15.033152          0.01709189            0.016072445          0.021135353          0.012175793           0.010595308999999999  0.004785755           0.006766164           0.0031296946000000003 0.0028354528000000003 0.002994057           0.003960972           0.0036611190999999996 0.23322099999999857  0.5190670000000015  0.004331208331230231  0.004223124538809743  "CRTS J100154.9-371654"       150.4790416667 -37.2819166667 ""          ""          172.0         1     "10 01 54.97   " "-37 16 54.9   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     15.01 ""     ""     ""     ""     "" ""     ""     ""     ""     0.678717
  HYDRA-0103   iDR3.HYDRA-0103.092695   150.5871339438583  -37.055177705691754 2.7916608          567     2.802332           12.0            2            15.661322          15.223123999999999 14.971318          14.542295000000001 14.405095000000001 14.3537655         13.949466000000001 13.930742          13.628148999999999 13.769217999999999 13.438851999999999 13.712101          0.00640805            0.006723051          0.008542683          0.0056816945          0.005000764           0.0022317602          0.0034875403999999996 0.0015497645          0.0015637232          0.0015069079000000001 0.0021576395          0.0018233745000000002 0.16152400000000178  0.30259300000000167 0.002161606214032209  0.0022015903914394453 "CRTS J100220.9-370318"       150.5870833333 -37.0551388889 ""          ""          172.0         1     "10 02 20.90   " "-37 03 18.5   " EB*             EB*                                                 ""          ""       ""      ""         ""     ""      ""     ""       ""       ""         ""     13.73 ""     ""     ""     ""     "" ""     ""     ""     ""     0.201667
