# Field           ID                          RA                   DEC                     FWHM                 ISOarea   KRON_RADIUS          nDet_magPStotal   PhotoFlagDet   U_PStotal            F378_PStotal         F395_PStotal         F410_PStotal         F430_PStotal         G_PStotal            F515_PStotal         R_PStotal            F660_PStotal         I_PStotal            F861_PStotal         Z_PStotal            e_U_PStotal            e_F378_PStotal         e_F395_PStotal         e_F410_PStotal         e_F430_PStotal         e_G_PStotal             e_F515_PStotal         e_R_PStotal             e_F660_PStotal          e_I_PStotal             e_F861_PStotal          e_Z_PStotal             r_-_i                    r_-_J0660             e(r_-_i)                e(r_-_J0660)            P(GoodPho)           P(BadPho)             main_id                                         ra_x             dec_x            coo_err_maj   coo_err_min   coo_err_angle   nbref   ra_sexa          dec_sexa         main_type           other_types                                                                                             radvel        redshift   sp_type              morph_type     plx      pmra     pmdec    size_maj   size_min   size_angle   B        V        R_x      J        H        K        u        g        r_xa     i        z        angDist   
  SPLUS-n16s17    iDR3.SPLUS-n16s17.029996    174.45820819375538   -20.1269725960127       2.751398             24        4.0770693            12.0              0              18.940475            18.857971            18.925802            18.842484            18.957027            18.817394            18.76279             18.774557            18.128088            19.09113             19.025272            19.101955            0.039288852            0.06040429             0.10631155             0.09941511             0.09944804             0.03749708              0.06901760400000001    0.028884623             0.019647844             0.042096186             0.089632586             0.06624582400000001     -0.3165729999999982      0.6464689999999997    0.05105301481400217     0.03493364022973365     0.8715296903599586   0.12847030964004133   "Gaia DR2 3541998025080414336"                  174.4581867915   -20.1269946279   0.0           0.0           90.0            1       "11 37 49.96483" "-20 07 37.1807" Candidate_WD*       WD?|*                                                                                                   ""            ""         ""                   ""             4.6071   -7.14    2.41     ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.107352  
  SPLUS-n17s09    iDR3.SPLUS-n17s09.016214    162.95445605894844   -21.888198303449034     10.21469             49        3.8021486000000007   12.0              3              19.721535            18.924454            19.25481             19.375736            19.288557            19.055515            18.588596            18.906437            17.887729999999994   18.956886            18.84423             18.700073            0.05601884             0.047412407            0.094838746            0.09504463             0.08658036             0.02917919              0.04171601             0.023191644             0.01384034              0.030421985             0.06006004              0.042294335             -0.05044900000000041     1.0187070000000062    0.038253751747547075    0.02700754270085185     0.8202272754759271   0.1797727245240729    "6dFGS gJ105149.2-215323"                       162.9541666667   -21.8886111111   ""            ""            172.0           4       "10 51 49.0    " "-21 53 19     " Galaxy              G                                                                                                       3081.0041     0.01033    ""                   SB             ""       ""       ""       0.62       0.24       76           15.7     ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.772863  
  SPLUS-n17s13    iDR3.SPLUS-n17s13.015400    167.73846916883397   -21.9481524929022       39.862247            1608      4.736661             12.0              2              20.135338            19.834986            19.692074            19.496584            19.34517             19.300552            19.072987            18.970104            18.532316            18.862072            18.562313            18.701344            0.08887613             0.0971457              0.13831924             0.09945038             0.08697937             0.03014438              0.05514912             0.023417294             0.020665979             0.028389452000000006    0.05998922              0.046018817             0.10803199999999791      0.4377879999999976    0.036801231543832066    0.03123223249002346     0.7417886419895937   0.2582113580104063    "LEDA  821419"                                  167.7379166667   -21.9483333333   ""            ""            172.0           1       "11 10 57.1    " "-21 56 54     " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       0.59       0.42       95           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.956348  
  SPLUS-n18s19    iDR3.SPLUS-n18s19.033528    177.8042441388274    -22.890342062408013     7.886762599999999    279       4.799073             12.0              0              21.07517             20.510908            20.67326             20.268902            19.908016            19.303219            18.884764            18.450525            17.222698            17.997284            17.748734            17.700979999999994   0.14872226             0.12928689             0.24077891             0.14228885             0.100390196            0.02418089              0.03660946             0.01312272              0.0070076264            0.011594871             0.018261688             0.015283226             0.45324099999999845      1.2278269999999978    0.017511333864244638    0.0148765791753473      0.5872719575435966   0.4127280424564034    "LEDA  807513"                                  177.8041666667   -22.8902777778   ""            ""            172.0           1       "11 51 13.0    " "-22 53 25     " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       0.23       0.17       139          ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.345795  
  SPLUS-n04s42    iDR3.SPLUS-n04s42.018945    206.95757353263463   -4.169611778952147      4.247369             41        4.427518             12.0              0              18.987152            18.910976            19.109303            19.034851            18.864504            19.021257            18.999657            18.652313            18.174116            18.593384            18.769485            18.66577             0.03762845             0.05794661             0.11567318             0.10822228             0.09005727             0.046984952             0.08463065             0.028050555             0.025150448             0.031787403             0.08085591              0.059345987             0.05892899999999912      0.478196999999998     0.04239425226716983     0.03767464227313551     0.8510098515998268   0.14899014840017327   "GALEX 2697315366902694354"                     206.9575360017   -4.1696233853    0.0           0.0           90.0            1       "13 47 49.80864" "-04 10 10.6442" Blue                "blu|*  |UV"                                                                                            ""            ""         ""                   ""             0.1878   0.99     -0.34    ""         ""         ""           17.4     ""       17.5     ""       ""       ""       ""       ""       ""       ""       ""       0.141083  
  SPLUS-n04s44    iDR3.SPLUS-n04s44.020465    208.907000978763     -4.195508295444852      6.755327             103       4.7418027            12.0              0              19.184814000000006   18.73637             18.736877            18.909088            18.81696             18.54439             17.645569000000005   18.611698            17.31835             18.827116            19.057083            18.858849            0.03901314             0.043799277000000005   0.07847257             0.07876809             0.06472353             0.020473205             0.022337668            0.021718802             0.011486531             0.03892106              0.11430676              0.06954594              -0.21541799999999967     1.2933480000000017    0.04457078944599034     0.024569223730699447    0.8954375692589422   0.10456243074105778   "2dFGRS TGN141Z158"                             208.9068333333   -4.19575         ""            ""            172.0           1       "13 55 37.64   " "-04 11 44.7   " Galaxy              G                                                                                                       3516.6809     0.0118     ""                   ""             ""       ""       ""       ""         ""         ""           18.416   ""       17.884   ""       ""       ""       ""       ""       ""       ""       ""       1.05803   
  SPLUS-n04s44    iDR3.SPLUS-n04s44.022034    209.5359168247792    -4.145441774787234      11.249304            168       5.146                12.0              2              19.896614000000003   19.574093            19.364994            19.001404            19.16154             19.181293            18.929573            18.975395            18.433453            18.805323            18.788826            18.71532             0.06667197             0.08150745             0.12967758             0.085349865            0.084888496            0.032129336             0.053137925            0.02865731              0.02405478              0.038169354             0.08994805              0.061101567             0.17007199999999756      0.5419419999999988    0.04772987535300523     0.037414888176827414    0.8082120129567923   0.19178798704320765   "2dFGRS TGN142Z266"                             209.5358333333   -4.1455555556    ""            ""            172.0           2       "13 58 08.6    " "-04 08 44     " Galaxy              G                                                                                                       4433.6328     0.0149     ""                   ""             ""       ""       ""       0.28       0.14       6            18.247   ""       17.538   ""       ""       ""       ""       ""       ""       ""       ""       0.507593  
  SPLUS-n06s41    iDR3.SPLUS-n06s41.043680    204.13770424948154   -6.47921900688106       7.2092695            231       4.825059             12.0              2              21.700058            21.223457            20.796993            20.477274            20.547619            19.69641             19.19846             18.655212            18.158232            18.25066             18.0211              17.871056            0.2707488              0.3173213              0.39250952             0.26914904             0.24849920000000006    0.04633202              0.06349761             0.02062875              0.016534884             0.018984228             0.03455496              0.025376245             0.4045519999999989       0.4969799999999971    0.028034732731354584    0.026437619322774813    0.6416787558134578   0.35832124418654215   "LCRS B133356.3-061328"                         204.138125       -6.4793611111    2.5           2.5           90.0            0       "13 36 33.15   " "-06 28 45.7   " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.589596  
  SPLUS-n06s45    iDR3.SPLUS-n06s45.005872    210.6878474329628    -7.373825503885683      27.509775            482       6.3521767            12.0              3              19.95075             19.445583            19.208544            19.248520000000006   19.26481             19.107307            18.400959            18.94848             18.095263            19.035385            19.09692             19.051022            0.07032468             0.07827805             0.0998262              0.099243745            0.09437002             0.03194234              0.037525177            0.028737469             0.01614189              0.042061336             0.10576471              0.07677046              -0.08690500000000156     0.8532170000000008    0.05094112396316808     0.032960624042910065    0.8676965854120541   0.13230341458794592   "LEDA 1020082"                                  210.6879166667   -7.3736111111    ""            ""            172.0           1       "14 02 45.1    " "-07 22 25     " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       0.6        0.33       176          ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.810429  
  SPLUS-n08s38    iDR3.SPLUS-n08s38.033643    201.5212567425004    -9.37016927545501       17.352385            419       5.6130896            12.0              2              19.83826             19.278685            19.168531            19.0363              19.28611             18.905195000000006   18.579315            18.800926            18.223526            18.749058            18.780504            18.859016            0.0708492              0.078826025            0.12786995             0.101636775            0.11812226             0.030081745             0.05274745             0.025842914             0.02028532              0.032079104             0.077452265             0.060905896             0.051867999999998915     0.5774000000000008    0.04119375095150006     0.032853468789669625    0.8308445991810947   0.16915540081890532   "LEDA  991902"                                  201.52125        -9.3702777778    ""            ""            172.0           1       "13 26 05.1    " "-09 22 13     " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       0.4        0.22       89           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.391342  
  SPLUS-n09s36    iDR3.SPLUS-n09s36.043229    198.1183640318735    -10.5901002725042       9.819863             351       4.6846857            12.0              2              19.488976            18.957184            19.01101             19.024925            18.953003            18.817158            18.722488            18.661812            18.169895            18.639557            18.543655            18.574474            0.04304215             0.047287963            0.080390185            0.07340369             0.06703583             0.021869868             0.043298542            0.018049303             0.01502389              0.021224426             0.044799052             0.033730622             0.022255000000001246     0.4919170000000008    0.027861327998056462    0.02348392236228669     0.7954151609001678   0.20458483909983213   "LEDA  976320"                                  198.1179166667   -10.5902777778   ""            ""            172.0           1       "13 12 28.3    " "-10 35 25     " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       0.29       0.23       87           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.707189  
  SPLUS-n09s37    iDR3.SPLUS-n09s37.030711    199.42038391290646   -10.183193478269848     7.4797716            237       4.7706575            12.0              2              19.011847            18.542212            18.551218            18.464558            18.439133            18.31106             18.191498            18.10413             17.546978            17.949316            17.861126000000006   17.878944            0.04956802             0.054674614            0.085780695            0.07523037             0.067705855            0.025343338             0.042535592            0.01777131              0.015804053999999998    0.018419648             0.039225336             0.026512563             0.15481400000000178      0.5571520000000021    0.025594977858165925    0.02378208531544313     0.7132729969237863   0.2867270030762136    "LEDA  981336"                                  199.4204166667   -10.1830555556   ""            ""            172.0           1       "13 17 40.9    " "-10 10 59     " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       0.3        0.22       22           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.509905  
  SPLUS-n10s34    iDR3.SPLUS-n10s34.010578    196.49382904825973   -12.669019185775266     24.171003            460       5.100283599999999    12.0              3              19.630154            19.07312             19.134315            19.122297            19.147774            18.895851            18.733532            18.791056            18.251614            18.833347            18.765293            18.666368            0.059284415            0.061118985999999986   0.0970713              0.0911758              0.08929574             0.027805166             0.050311778            0.022431279             0.017668312             0.02759943              0.056885034             0.0400711               -0.042290999999998746    0.5394420000000011    0.035565303512000865    0.028554010690359854    0.8253783420119833   0.17462165798801668   "LEDA  949391"                                  196.4939583333   -12.6687222222   2.5           2.5           90.0            2       "13 05 58.55   " "-12 40 07.4   " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       0.52       0.18       135          ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.161512  
  SPLUS-n10s34    iDR3.SPLUS-n10s34.021802    196.2182957489161    -12.37186182183362      4.5451565            114       4.3674803            12.0              2              19.350962            18.655586            19.11671             18.959452            18.799728            18.595253            17.95206             18.330847            17.622898            18.335958            18.280863            18.19607             0.04925169             0.046223488            0.09881962             0.08076968             0.068329334            0.022497114             0.028893484            0.016240086             0.011838736             0.018829407             0.038281713             0.027093278             -0.005111000000002974    0.7079489999999993    0.02486537675682886     0.02009716555549792     0.7822567792981332   0.21774322070186675   "LCRS B130214.7-120615"                         196.2185833333   -12.3719444444   2.5           2.5           90.0            1       "13 04 52.46   " "-12 22 19.0   " Galaxy              G                                                                                                       ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.054097  
  SPLUS-n10s35    iDR3.SPLUS-n10s35.033909    197.9928613567656    -12.064271847970153     53.721195            2566      5.4688253            12.0              3              20.167442            19.833862            19.602858            19.760397            19.277328            19.213182            18.971691            18.78833             18.40233             18.650852            18.556503            18.488613            0.07917524             0.09508254             0.1483735              0.12851006             0.086418696            0.030939685             0.053310562            0.022398558             0.020144384             0.024296936             0.055228505             0.036634825             0.137477999999998        0.38599999999999923   0.033045975541167796    0.03012460136199017     0.7793676579718892   0.22063234202811075   "UGCA 332"                                      197.9925         -12.0641666667   ""            ""            172.0           50      "13 11 58.2    " "-12 03 51     " EmG                 "HI |EmO|EmG|*  |G"                                                                                     2114.1        0.007077   ""                   SBc            ""       ""       ""       1.29       0.68       79           14.2     ""       14.0     ""       ""       ""       ""       ""       ""       ""       ""       1.32731   
  SPLUS-n10s36    iDR3.SPLUS-n10s36.017998    198.7832210949353    -12.518085580918815     10.232222            323       4.0993447            12.0              2              19.254925            18.717249            18.593468            18.516338            18.40735             18.275974            17.870552            18.038925            17.513783            17.962823999999994   17.937260000000006   17.84593             0.03932202             0.045759913            0.059473056            0.052569635            0.045905805999999987   0.015275983             0.024679452            0.012462108             0.010779867             0.014285858             0.035193342999999995    0.021830289             0.07610100000000486      0.5251419999999989    0.018957580926896447    0.016477550435102694    0.7477598918187913   0.25224010818120873   "LEDA  126038"                                  198.7834166667   -12.5180555556   2.5           2.5           90.0            2       "13 15 08.02   " "-12 31 05.0   " Galaxy              G                                                                                                       3980.2494     0.013366   ""                   ""             ""       ""       ""       0.41       0.14       169          ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.695769  
  SPLUS-n11s34    iDR3.SPLUS-n11s34.036444    195.2795283388684    -13.517323249547193     17.384464            362       4.3401904            12.0              3              18.66046             18.461603            18.418587            18.399979            18.399757            18.220625            18.26106             18.303432            17.37925             18.427786            18.44777             18.38625             0.025201818            0.032362167000000004   0.047780998            0.04343406             0.042328827            0.014607336             0.029742684            0.013484202             0.009165487             0.01742206              0.03666487              0.026450187000000003    -0.1243540000000003      0.9241820000000018    0.02203070308048302     0.016304289482340927    0.8256182417116817   0.17438175828831826   "LEDA  936912"                                  195.2795833333   -13.5177777778   ""            ""            172.0           10      "13 01 07.1    " "-13 31 04     " Galaxy              G                                                                                                       1305.7        0.004365   ""                   ""             ""       ""       ""       1.0        0.41       12           15.7     ""       15.5     ""       ""       ""       ""       ""       ""       ""       ""       1.647585  
  SPLUS-n12s23    iDR3.SPLUS-n12s23.047082    181.7111039438237    -14.21553394093172      17.391758            676       4.462016             12.0              2              19.34166             18.86444             18.816814            18.79691             18.60842             18.555717            18.258198            18.381481            18.036331            18.339708            18.235851            18.204643            0.03654175             0.041758224            0.0626288              0.055144325            0.047216948            0.017897513             0.03012686             0.015179367             0.0136604775            0.018888108             0.03378199              0.02865407              0.04177299999999917      0.3451500000000003    0.02423166949139809     0.020421112311739906    0.7661225508834526   0.23387744911654743   "6dFGS gJ120650.7-141256"                       181.7110833333   -14.2154722222   0.75          0.75          90.0            2       "12 06 50.66   " "-14 12 55.7   " Galaxy              G                                                                                                       3977.2638     0.013356   ""                   ""             ""       ""       ""       0.47       0.26       159          16.78    ""       16.07    ""       ""       ""       ""       ""       ""       ""       ""       0.233539  
  SPLUS-n12s28    iDR3.SPLUS-n12s28.009893    189.26006228209985   -15.278740375443848     3.652022             59        4.1655760000000015   12.0              2              19.588175            18.814365            18.69674             18.606358            18.40794             18.289492000000006   18.130367            18.066137            17.707404999999994   17.930674            17.698914000000006   17.896448            0.069149755            0.059640873            0.10245833             0.06827352             0.057257187            0.020221345             0.037277013            0.0171917               0.012376549             0.018595433             0.028588174             0.034270864             0.13546300000000144      0.35873200000000693   0.025324783855888863    0.021183331042104805    0.6666594483004229   0.33334055169957716   "[DCD2013] CSS J123702.3-151643"                189.2600190045   -15.2787539184   0.0           0.0           90.0            3       "12 37 02.40456" "-15 16 43.5141" RRLyr               "RR*|RR*|RR*|*  |RR?"                                                                                   ""            ""         ""                   ""             ""       -1.55    -0.93    ""         ""         ""           ""       17.88    ""       ""       ""       ""       ""       ""       ""       ""       ""       0.158003  
  SPLUS-n01s18    iDR3.SPLUS-n01s18.023643    174.05290786239414   0.08191360027727357     2.7085376            44        4.0255269999999985   12.0              0              20.459358            20.547153            19.767149            19.363806            19.49897             19.007345            19.135395000000006   18.441013            18.004963            18.231163            18.17353             18.131165            0.17851904             0.28236452             0.22504091             0.1379378              0.15687309             0.03796068              0.08774680000000001    0.020686595             0.01777392              0.020422459             0.036426425             0.030301204             0.20985000000000298      0.4360500000000016    0.0290690908750292      0.02727356677921729     0.7402102632686557   0.2597897367313443    "MGC 22410"                                     174.052875       0.0819722222     ""            ""            172.0           1       "11 36 12.69   " "+00 04 55.1   " Star                "G  |*"                                                                                                 ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           19.46    ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.241937  
  SPLUS-n01s20    iDR3.SPLUS-n01s20.010125    176.53216927105808   -0.4579777695914926     10.308505            396       5.1752505            12.0              2              19.524769            19.216553            19.08686             18.844564            18.783787            18.671307            18.378092            18.350187            18.00874             18.296337            18.343433            18.221176            0.06676642             0.07248124             0.0969737              0.074639715            0.06343337             0.022077797000000003    0.038571157            0.017831769             0.015978832             0.019602252             0.0389347               0.028678352             0.05384999999999707      0.3414469999999987    0.026499439034456278    0.023943580721220145    0.8016651591784291   0.19833484082157093   "2dFGRS TGN310Z211"                             176.532182       -0.457987        0.047         0.034         0.0             6       "11 46 07.724  " "-00 27 28.75  " Galaxy              "G  |G  |G"                                                                                             3889.7248     0.01306    ""                   ""             ""       ""       ""       0.28       0.21       146          17.68    ""       16.868   ""       ""       ""       18.452   17.337   16.958   16.775   16.66    0.056603  
  SPLUS-n01s21    iDR3.SPLUS-n01s21.002032    178.19800706306424   -0.668799198555378      5.4299550000000005   174       4.553786799999999    12.0              2              18.72115             18.325               18.35347             18.493263            18.399874            18.035051            17.201485            18.168955            16.76183             18.517944            18.57351             18.45104             0.028058054            0.033149943            0.050342504            0.05138051             0.04749999             0.014399053             0.01736868             0.014280173             0.0073843724            0.021482807000000003    0.058103092             0.034859233             -0.34898899999999955     1.4071250000000006    0.02579601398490042     0.016076451618806022    0.8604894429678062   0.13951055703219384   "2dFGRS TGN311Z206"                             178.1979645706   -0.6687901138    0.001         0.001         90.0            42      "11 52 47.51150" "-00 40 07.6444" Seyfert_1           "EmG|G  |G  |G  |G  |*  |Sy1|EmO|AGN|G  |H2G|HII"                                                       1381.8417     0.00462    ""                   BCD            ""       ""       ""       0.19       0.17       32767        18.0     ""       17.188   ""       ""       ""       17.873   17.215   17.267   17.66    17.522   0.15642   
  SPLUS-n01s21    iDR3.SPLUS-n01s21.006202    177.65124196182416   -0.5685118230038877     8.940607             130       4.0032873            12.0              3              18.630428            18.13385             18.312735            18.320747            18.190428            18.12668             17.61362             18.103859            17.270119            18.208622            18.22911             18.190327            0.026411945            0.029334482            0.048874956            0.045354836            0.040973492            0.015157732             0.0219739              0.013675789             0.009759615             0.017080156000000003    0.04349004              0.028064858             -0.10476299999999839     0.8337399999999988    0.02188056063625558     0.016801109776462566    0.8066640616440013   0.19333593835599874   "[P78] ACO 1392 C"                              177.6509583333   -0.5683055556    ""            ""            172.0           1       "11 50 36.23   " "-00 34 05.9   " GinCl               GiC                                                                                                     1751.6365     0.00586    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.262484  
  SPLUS-n01s21    iDR3.SPLUS-n01s21.007449    177.65163991073865   -0.5673845606788012     22.942558            709       5.154287999999998    12.0              3              18.605587            18.143635            18.302664            18.203224            18.048920000000006   18.109268            17.655624            18.092575            17.253841            18.212322            18.106934            18.193953            0.026013616            0.029530494            0.04858292             0.04190138             0.037320297            0.015005835             0.022546249            0.013585583             0.0096736625            0.0171432               0.039367966             0.028186407             -0.11974700000000027     0.8387339999999988    0.021873668455242915    0.01667776398723148     0.7750108473229802   0.22498915267701983   "SDSS J115036.42-003402.0"                      177.65175        -0.5672361111    0.058         0.053         90.0            3       "11 50 36.420  " "-00 34 02.05  " Galaxy              "G  |G"                                                                                                 1668.1748     0.00558    ""                   BCD            ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       16.78    16.269   16.043   16.006   16.08    0.665326  
  SPLUS-n01s21    iDR3.SPLUS-n01s21.008282    177.59908479508587   -0.5282934246500881     10.941231            447       5.309574             12.0              3              19.01149             18.50689             18.4611              18.422329            18.351357            18.184520000000006   17.555882            18.17972             17.468555            18.167507            18.095669            18.078848            0.034001626            0.03727586             0.05415609             0.04860864             0.045673627            0.01569415              0.021218216            0.014389655             0.010957356             0.016576655             0.03893414              0.025605569             0.012212999999999141     0.7111650000000012    0.021951028723229578    0.018086619958681084    0.76207108950036     0.23792891049964      "2dFGRS TGN378Z115"                             177.5994143953   -0.528079467     0.003         0.002         90.0            36      "11 50 23.85945" "-00 31 41.0861" HII_G               "G  |G  |*  |G  |EmO|H2G|G"                                                                             3803.9076     0.01277    ""                   ""             ""       ""       ""       0.33       0.21       58           18.0     ""       16.592   ""       ""       ""       17.27    16.491   16.424   16.492   16.362   1.414598  
  SPLUS-n01s25    iDR3.SPLUS-n01s25.002666    183.27052753312856   -0.6503293355092394     4.234432             82        4.416732             12.0              0              22.197353            21.335552            20.745396            21.256554            20.250797            20.052631            19.732637            18.839142            18.250254            18.392254            18.177319            18.100365            0.45371076             0.3423028              0.3620347              0.51409394             0.20536184             0.061518125             0.108175494            0.023563316             0.01778201              0.020839654             0.038121384             0.02862514              0.44688799999999773      0.5888879999999972    0.0314566533463999      0.0295199888305527      0.6523258731755717   0.3476741268244283    "SDSS J121304.91-003901.2"                      183.2704916667   -0.6503472222    0.049         0.048         90.0            2       "12 13 04.918  " "-00 39 01.25  " Galaxy              "G  |G"                                                                                                 51458.9793    0.1893     ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       22.2     19.76    18.54    18.11    17.73    0.144277  
  SPLUS-n02s20    iDR3.SPLUS-n02s20.017198    177.07645388247      -1.6418060467883486     5.208417400000001    23        3.9578884            12.0              3              19.305443            18.773947            18.927074            19.006712            18.95195             18.975927            18.433449            18.894438            18.01313             19.024208            18.979588            18.848156            0.040758647            0.04439953             0.07877271             0.080255836            0.07938842             0.031385344             0.041229844            0.025286062             0.015055082             0.03320799              0.06871427599999999     0.04838881              -0.1297700000000006      0.8813080000000006    0.04173913668618392     0.029428564788221798    0.850707433267274    0.14929256673272598   "SDSS J114818.33-013830.8"                      177.0763916667   -1.6418916667    0.049         0.047         90.0            2       "11 48 18.334  " "-01 38 30.81  " Galaxy              "G  |G"                                                                                                 3827.5839     0.01285    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       18.063   17.705   17.66    17.93    17.78    0.380961  
  SPLUS-n02s21    iDR3.SPLUS-n02s21.046081    178.19803381207012   -0.6688280067157996     5.893959             182       4.5815797            12.0              2              18.784092            18.223461            18.37108             18.581787            18.420034            17.993885000000006   17.478056            18.131165            16.7625              18.505236            18.600574            18.358711            0.032370917            0.033368934            0.056156717            0.055390105            0.046840597000000005   0.01408662              0.021473618            0.01419585              0.0075902143            0.022311646             0.050605193             0.033444695             -0.3740710000000007      1.368665              0.02644488049607742     0.016097624369528083    0.8703199744366334   0.1296800255633665    "2dFGRS TGN311Z206"                             178.1979645706   -0.6687901138    0.001         0.001         90.0            42      "11 52 47.51150" "-00 40 07.6444" Seyfert_1           "EmG|G  |G  |G  |G  |*  |Sy1|EmO|AGN|G  |H2G|HII"                                                       1381.8417     0.00462    ""                   BCD            ""       ""       ""       0.19       0.17       32767        18.0     ""       17.188   ""       ""       ""       17.873   17.215   17.267   17.66    17.522   0.28414   
  SPLUS-n02s23    iDR3.SPLUS-n02s23.042530    180.08415872887417   -1.1066153905837022     32.657185            2201      3.8651385            12.0              3              19.29214             18.928696            18.839170000000006   18.649717000000006   18.63836             18.460497            18.36818             18.070305            17.64891             17.925003            17.820047            17.728806            0.03964386             0.048001274            0.06706622             0.05232813             0.04896838             0.01696805              0.032443937            0.012326425             0.010907264             0.0134971505            0.026134087             0.01885484              0.14530200000000093      0.4213950000000004    0.018278780727944498    0.016459318371254656    0.7068533557056816   0.29314664429431836   "2MASX J12002013-0106229"                       180.083694035    -1.1064760817    0.0           0.0           90.0            1       "12 00 20.08657" "-01 06 23.3139" Galaxy              "*  |G"                                                                                                 1369.856      0.00458    ""                   ""             0.5407   -7.35    -10.69   0.177      0.101      90           18.1     ""       18.89    13.933   13.029   12.78    19.051   18.094   17.664   17.633   17.547   1.746155  
  SPLUS-n02s25    iDR3.SPLUS-n02s25.020167    183.81343790615867   -1.5946745490378629     1.9283268            22        3.8504245            12.0              0              18.967302            18.746216            18.766191            18.925964            18.818417            19.035006            18.933111            18.730448000000006   18.360943            18.760065            18.65163             18.784811            0.03227034             0.043527313            0.06836408             0.07044845             0.062078666            0.028563023             0.054940227            0.0202808               0.018400237             0.024890365             0.0503159               0.043961983             -0.029616999999994675    0.3695050000000073    0.03210671453875692     0.027383929051474135    0.808685993604714    0.19131400639528592   "[VV2006] J121515.2-013542"                     183.813369259    -1.5947034043    0.0           0.0           90.0            5       "12 15 15.20862" "-01 35 40.9323" QSO                 "QSO|*  |QSO"                                                                                           207866.8289   1.35       ""                   ""             0.0023   0.58     -0.53    ""         ""         ""           ""       20.19    ""       19.545   19.049   19.029   20.279   20.489   20.009   20.157   20.209   0.267986  
  SPLUS-n02s26    iDR3.SPLUS-n02s26.009268    185.11998162334305   -1.8391750369277204     10.214552            141       4.063564             12.0              0              19.739132            19.381493            19.240622            19.20316             19.1504              19.042917000000006   18.896751            18.888105            18.353               18.888674            18.951746            18.720089            0.051358577            0.06253422             0.091163285            0.07892225             0.072844096            0.025770545             0.047554724000000013   0.022279605             0.01726724              0.028587434             0.06676317              0.046532925             -5.690000000022621E-4    0.5351049999999979    0.03624392613473851     0.028187557116103996    0.8530144388581755   0.1469855611418245    "2dFGRS TGN181Z173"                             185.12005        -1.8390583333    0.056         0.044         0.0             8       "12 20 28.812  " "-01 50 20.61  " Galaxy              "G  |G  |G  |G"                                                                                         2248.9382     0.00753    ""                   dI             ""       ""       ""       0.34       0.15       30           18.279   ""       17.794   ""       ""       ""       18.709   18.023   17.846   17.81    17.773   0.48687   
  SPLUS-n02s27    iDR3.SPLUS-n02s27.017922    185.48261972911098   -1.593344147053986      7.573645599999999    123       4.7274685            12.0              2              19.982967            19.408371            19.213223            19.531532            19.26251             18.945019            18.20652             18.834389            17.795714999999994   19.025665            18.916046            18.842794            0.06180821             0.06496866             0.09247389             0.10952183             0.08384621             0.025677277             0.032672465            0.023857724             0.013972829             0.039323088             0.08297366              0.06353098              -0.19127599999999845     1.0386740000000074    0.04599452406880541     0.02764834433964206     0.8423158168717211   0.15768418312827892   "LEDA 3294456"                                  185.482638       -1.593395        0.018         0.015         0.0             6       "12 21 55.833  " "-01 35 36.22  " Galaxy              "G  |G  |G  |G"                                                                                         1757.5972     0.00588    ""                   dEblue         ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       18.482   17.653   17.498   17.58    17.345   0.19452   
