# Field           ID                          RA                   DEC                      FWHM         FWHM_n       A           B            ISOarea   KRON_RADIUS   PhotoFlagDet   s2n_Det_iso   U_PStotal   F378_PStotal   F395_PStotal   F410_PStotal   F430_PStotal   G_PStotal   F515_PStotal   R_PStotal   F660_PStotal   I_PStotal   F861_PStotal   Z_PStotal   e_U_PStotal   e_F378_PStotal   e_F395_PStotal   e_F410_PStotal   e_F430_PStotal   e_G_PStotal   e_F515_PStotal   e_R_PStotal   e_F660_PStotal   e_I_PStotal    e_F861_PStotal   e_Z_PStotal    F378_iso    F395_iso    F410_iso    F430_iso    G_iso       F515_iso    R_iso       F660_iso    I_iso       F861_iso    Z_iso        e_U_iso       e_F378_iso    e_F395_iso    e_F410_iso    e_F430_iso    e_G_iso        e_F515_iso    e_R_iso        e_F660_iso    e_I_iso       e_F861_iso     e_Z_iso       r_-_i                    r_-_J0660             e(r_-_i)               e(r_-_J0660)           main_id                                         ra_x             dec_x            coo_err_maj   coo_err_min   coo_err_angle   nbref   ra_sexa          dec_sexa         main_type           other_types                                                                                             radvel        redshift   sp_type              morph_type     plx      pmra     pmdec    size_maj   size_min   size_angle   B_x      V        R_x      J        H        K        u        g        r_xa     i        z        angDist   
  STRIPE82-0059   iDR3.STRIPE82-0059.038992   41.60311859466317    -0.5045181639339942      22.17509     9.094362     6.1604843   4.107623     322       3.8387952     3              810.5036      17.915548   17.475653      17.719196      17.673107      17.612844      17.601723   17.526886      17.08712    15.862119      17.341488   17.290493      17.148193   0.011922515   0.011308754      0.018930271      0.015139394      0.013557365      0.006353948   0.012520034      0.004054218   0.0029168406     0.005412202    0.012632119      0.0072801006   16.373587   16.401833   16.236326   16.141006   16.041576   15.926744   15.554433   14.813644   15.484177   15.379364   15.283006    0.007137853   0.0064049037  0.0100289965  0.0074215024  0.0064509413  0.0027646408   0.005612084   0.0017665079   0.0016136057  0.0021329797  0.0049955095   0.0030040056  -0.2543679999999995      1.225000999999999     0.006762293551771321   0.0049944611999025845  "Gaia DR2 2497764348684940160"                  41.6031079688    -0.5046756705    0.002         0.002         90.0            1       "02 46 24.74591" "-00 30 16.8324" QSO                 "*  |QSO"                                                                                               ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.568312  
  STRIPE82-0059   iDR3.STRIPE82-0059.038994   41.60593375574607    -0.5027112363938046      18.060547    7.4069214    3.760266    2.4417722    103       3.8558438     3              600.26294     17.997313   17.67941       17.76512       17.677948      17.635477      17.661352   17.534935      17.16934    16.221565      17.275515   17.18946       17.101301   0.012544293   0.012844549      0.019514665      0.015170852      0.013745185      0.0065665855  0.012571972      0.0042458526  0.0034958355     0.0051754164   0.011722559      0.007015549    17.148901   17.143393   17.019707   16.930542   16.839907   16.727911   16.357885   15.536122   16.296034   16.190838   16.10186     0.008338218   0.0081587     0.012183074   0.009410151   0.0082709845  0.0037422415   0.0073381728  0.0023903246   0.0021471085  0.0027992902  0.0063901623   0.0038192577  -0.10617500000000035     0.947775              0.006694191453365799   0.005499830010462779   "[BKD2008] WR 316"                              41.6059583333    -0.5028055556    ""            ""            172.0           1       "02 46 25.43   " "-00 30 10.1   " PartofG             PoG|PoG                                                                                                 1429.5831     0.00478    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       0.350887  
  STRIPE82-0059   iDR3.STRIPE82-0059.039132   41.61070793418088    -0.5000978872359795      14.681154    6.020978     3.5315135   3.255576     153       3.883727      3              571.35034     18.511574   18.0778        18.074331      17.949848      17.881712      17.865784   17.741062      17.504713   17.054764      17.475933   17.371483      17.292494   0.017664103   0.016720908      0.024317691      0.018278327      0.016223874      0.0073832697  0.014374576      0.005170232   0.0054488773     0.0059214877   0.013399615      0.008123816    17.300514   17.229568   17.014994   16.932955   16.808083   16.67982    16.372263   15.929222   16.231953   16.123549   16.030645    0.010866528   0.010146589   0.014776304   0.010531803   0.009248616   0.0039079427   0.007829941   0.0025789624   0.0028002928  0.002963324   0.0068970025   0.004152062   0.028779999999997585     0.44994900000000015   0.007860999651130593   0.007511428809772432   "2SLAQ J024626.59-003000.2"                     41.6108083333    -0.500075        0.06          0.052         90.0            1       "02 46 26.594  " "-00 30 00.27  " Star                "*  |*"                                                                                                 ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       19.33    19.398   19.401   19.479   19.53    0.370696  
  STRIPE82-0059   iDR3.STRIPE82-0059.052699   41.60058125535593    -0.4980253582007756      190.20511    78.00618     73.29949    14.888497    11432     3.8708115     3              1751.3678     18.0057     17.633942      17.649485      17.567863      17.499914      17.525497   17.394566      17.060167   16.3298        17.078558   16.98986       16.897036   0.012615739   0.012481828      0.018033924      0.014109767      0.012590008      0.0060877767  0.011512862      0.003991388   0.0036960046     0.00455745     0.010180208      0.0060324227   14.056762   13.899414   13.667454   13.569831   13.41439    13.268493   12.948813   12.633464   12.760468   12.673347   12.585752    0.00507705    0.004503065   0.0063563483  0.004303986   0.0036667862  0.0012722254   0.002861955   8.3881157E-4   9.304219E-4   0.0010393107  0.0026438078   0.0016468301  -0.018391000000001156    0.7303670000000011    0.006058178659386335   0.00543981876258439    "2MASS J02462415-0029539"                       41.6005792345    -0.4981729558    0.002         0.002         90.0            1       "02 46 24.13902" "-00 29 53.4226" Star                "*  |*  |IR |*"                                                                                         ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       15.94    15.28    14.703   18.594   18.677   18.347   18.486   18.36    0.531401  
  STRIPE82-0063   iDR3.STRIPE82-0063.024542   43.60887244004112    -0.6896473847720612      5.5185814    2.1751866    3.4356132   2.8307352    172       4.46836       2              141.84833     18.772911   18.080093      18.217413      18.355228      18.392567      18.07011    17.231861      17.909433   16.977734      18.023964   17.994247      17.854177   0.027980953   0.026657576      0.046018906      0.041219216      0.038080487      0.011235112   0.015703484      0.010679584   0.007223901      0.013018777    0.029098762      0.01852218     17.574425   17.762228   17.970459   17.923088   17.565962   16.81737    17.324024   16.494131   17.343672   17.33202    17.246752    0.034870602   0.030585371   0.05712023    0.054617394   0.048194215   0.011846234    0.017492967   0.011484528    0.007082649   0.015295721   0.03833483     0.025280334   -0.1145309999999995      0.9316989999999983    0.016838707461939738   0.012893341695264926   "SHOC 143"                                      43.6088416667    -0.6896166667    ""            ""            172.0           18      "02 54 26.122  " "-00 41 22.62  " Seyfert_1           "Sy1|Q? |AGN|blu|G  |*  |H2G|HII"                                                                       4404.0987     0.0148     ""                   ""             ""       ""       ""       ""         ""         ""           17.56    17.57    ""       15.934   ""       ""       17.913   17.314   17.211   17.272   17.126   0.156526  
  STRIPE82-0065   iDR3.STRIPE82-0065.009796   46.05196517556931    -1.1927199888695097      22.860006    9.66349      24.132957   11.8579035   4441      4.664606      3              603.5119      19.420395   18.940613      18.782564      18.532667      18.42015       18.149363   17.906265      17.455782   17.060623      17.092083   16.922642      16.760271   0.040833715   0.040844668      0.053224675      0.039185308      0.035434496      0.012228642   0.021411462      0.009431663   0.0069494103     0.00731827     0.012022007      0.008759356    15.830508   15.441799   15.360928   15.21128    14.8385935  14.60479    14.1578455  13.981061   13.836529   13.669287   13.430088    0.018108867   0.018821666   0.02062721    0.017409936   0.014483257   0.003898624    0.0073364847  0.0031795474   0.0025186774  0.003011085   0.0059498926   0.004031159   0.36369900000000044      0.3951589999999996    0.011937895239047333   0.011715398860615676   "UGC  2517"                                     46.0520916667    -1.1928611111    ""            ""            172.0           21      "03 04 12.502  " "-01 11 34.30  " Galaxy              "G  |G  |IR |G"                                                                                         3868.7167     0.012989   ""                   Sp             ""       ""       ""       0.667      0.347      140          14.9     ""       ""       12.009   11.39    11.371   16.07    14.752   14.067   13.719   13.491   0.682184  
  STRIPE82-0067   iDR3.STRIPE82-0067.050741   46.20769411378219    -0.1370507568661265      2.2355142    1.0397909    1.847808    1.7189939    62        3.4353848     0              141.26646     19.137466   18.91376       18.776266      18.63844       18.400978      17.845026   16.91512       17.610767   17.198715      17.57494    17.552963      17.480165   0.031003492   0.03883406       0.050254535      0.03982905       0.032685153      0.009658754   0.011642259      0.008085357   0.0075109354     0.009565554    0.018452492      0.014242267    19.066694   18.859282   18.72478    18.539675   17.928965   17.004858   17.69166    17.292707   17.639578   17.651033   17.484537    0.048684344   0.056007247   0.07167048    0.057639882   0.047208104   0.011281885    0.013041321   0.01064474     0.009044303   0.015339221   0.032092918    0.02478747    0.03582699999999761      0.4120519999999992    0.012524888069135189   0.011035721471676519   "LBQS 0302-0019"                                46.2077465617    -0.1370937227    0.0           0.0           90.0            240     "03 04 49.85917" "-00 08 13.5374" QSO                 "IR |QSO|QSO|QSO|*  |QSO|QSO|Q? |QSO|X  |BH?"                                                           268960.7541   3.295      ""                   ""             ""       0.12     0.22     ""         ""         ""           18.08    17.8     17.5     16.304   15.682   15.286   19.21    17.728   17.507   17.454   17.349   0.24408   
  STRIPE82-0067   iDR3.STRIPE82-0067.051868   46.32601371119922    -0.1594812724372881      30.26966     14.07914     16.834095   7.9681873    2110      4.139007      3              517.5041      19.294033   18.920826      18.896149      18.624908      18.48463       18.296415   18.09724       17.745197   17.42083       17.51921    17.361813      17.30926    0.03468112    0.03922172       0.054834116      0.03941216       0.03441386       0.0123645505  0.022322498      0.008741522   0.008482646      0.009195869    0.016107956      0.01250377     15.976953   15.844654   15.663246   15.519995   15.251379   15.045035   14.696865   14.488562   14.433056   14.327342   14.238245    0.014978037   0.01487443    0.020368503   0.01554516    0.013138975   0.003916487    0.0076486315  0.0029787237   0.0028704132  0.0036683201  0.0069851642   0.0057776226  0.22598699999999994      0.3243670000000023    0.012687719004677122   0.012180701541282422   MCG+00-08-089                                   46.3261208333    -0.1595638889    ""            ""            172.0           8       "03 05 18.269  " "-00 09 34.43  " Galaxy              "G  |G"                                                                                                 2662.2225     0.00892    ""                   SBc            ""       ""       ""       0.443      0.239      165          15.2     ""       ""       13.419   12.722   12.696   16.19    15.245   14.598   14.32    14.155   0.487006  
  STRIPE82-0068   iDR3.STRIPE82-0068.063428   46.55298185202796    1.3659244829765935       2.3938267    1.0954719    2.455123    2.322354     122       3.5660112     2              179.05338     18.127241   18.044107      18.100704      18.198132      18.035198      17.996567   17.90856       17.533903   17.281168      17.552357   17.545006      17.555628   0.011228938   0.01675934       0.026092025      0.023196885      0.019134615      0.006481022   0.014771423      0.0056180116  0.005463119      0.006418273    0.014078395      0.010017524    18.110014   18.106007   18.113949   18.001995   17.994171   17.907078   17.515472   17.299793   17.536575   17.564701   17.564196    0.018779753   0.028743373   0.046814315   0.038377192   0.032078173   0.009622694    0.025463397   0.008496784    0.007780117   0.011827312   0.030066274    0.021992173   -0.01845400000000197     0.2527349999999977    0.008529729341559647   0.007836308030309654   "LBQS 0303+0110"                                46.5530088299    1.3659344677     0.0           0.0           90.0            15      "03 06 12.72212" "+01 21 57.3641" QSO                 "QSO|QSO|QSO|Q? |blu|IR |*"                                                                             206865.6125   1.335      ""                   ""             0.2131   0.32     0.02     ""         ""         ""           17.8     17.6     ""       16.038   15.254   14.963   ""       ""       ""       ""       ""       0.103533  
  STRIPE82-0082   iDR3.STRIPE82-0082.036720   56.75384351154549    1.0054918060879778       2.2143621    0.9883818    1.7184458   1.580199     58        3.3670049     3              154.98817     19.90044    19.625477      19.32568       18.79081       18.606998      18.350597   17.818882      17.588285   17.204115      17.25055    16.825878      17.03452    0.06293268    0.06208398       0.07768151       0.04473116       0.037957147      0.012542908   0.01918723       0.00829442    0.007403279      0.007738804    0.01037142       0.010364054    19.69836    19.30751    18.89321    18.742987   18.43305    17.945217   17.669458   17.30717    17.328472   16.9549     17.126318    0.10990068    0.09211098    0.10314746    0.0624109     0.053658195   0.016591627    0.02439152    0.010907123    0.0086177485  0.011082877   0.014575662    0.01678693    0.33773499999999856      0.38416999999999746   0.011344006809184135   0.011117820968528007   "CRTS J034700.9+010020"                         56.7538509135    1.0055137074     0.0           0.0           90.0            1       "03 47 00.92422" "+01 00 19.8493" EB*                 EB*|*                                                                                                   ""            ""         ""                   ""             0.6048   0.92     -0.68    ""         ""         ""           ""       16.91    ""       ""       ""       ""       ""       ""       ""       ""       ""       0.083225  
  STRIPE82-0082   iDR3.STRIPE82-0082.045704   57.28697520415392    1.1628501269812663       37.748756    16.849178    19.43451    10.458813    2552      4.21823       2              485.32037     19.313251   18.692749      18.555254      18.428055      18.253185      18.172384   17.912666      17.69245    17.333508      17.48066    17.306232      17.25285    0.037740976   0.031468697      0.043376766      0.034780554      0.029913714      0.011132669   0.020021807      0.008620505   0.0077659534     0.008891752    0.013889873      0.0120465895   15.680109   15.489948   15.343887   15.173941   15.021181   14.7701435  14.52149    14.19327    14.288827   14.177989   14.042169    0.019158166   0.0138927065  0.018468125   0.014461759   0.012175805   0.0042113545   0.00733264    0.0033668978   0.0025323369  0.0039441595  0.006372535    0.005993979   0.2117900000000006       0.35894200000000254   0.012384520987286065   0.011602721175051848   MCG+00-10-021                                   57.287125        1.1629222222     ""            ""            172.0           16      "03 49 08.910  " "+01 09 46.52  " LSB_G               "HI |LSB|IR |G  |*"                                                                                     4131.8        0.013878   ""                   6              ""       ""       ""       0.66       0.264      85           15.2     ""       15.0     12.66    12.16    11.668   ""       ""       ""       ""       ""       0.598372  
  STRIPE82-0084   iDR3.STRIPE82-0084.017731   57.830647615852506   0.5379309203257563       2.802136     1.0659584    2.2189295   1.9443346    95        3.6597648     0              148.91116     20.886986   20.821722      20.925274      19.932095      20.194159      19.138653   19.107262      17.892057   17.321272      17.26065    16.643814      16.88128    0.12662464    0.18273962       0.32963592       0.11340785       0.13082539       0.022670487   0.04709488       0.010064191   0.008771607      0.007758775    0.010457922      0.009095689    20.926588   20.926315   20.338646   20.465254   19.193983   19.005852   17.915741   17.389843   17.262743   16.719292   16.861662    0.2630571     0.32768673    0.51039267    0.26015943    0.27925003    0.032616302    0.06558944    0.013269037    0.010132994   0.010310926   0.015145857    0.01318617    0.6314070000000029       0.5707850000000008    0.01270773504544008    0.013350244561315347   "FASTT   83"                                    57.8306543752    0.5378596266     0.0           0.0           90.0            2       "03 51 19.35705" "+00 32 16.2947" EB*                 "EB*|*  |V* |IR"                                                                                        ""            ""         ""                   ""             0.6834   0.4      -3.06    ""         ""         ""           ""       17.07    ""       15.31    14.63    14.45    ""       ""       ""       ""       ""       0.257808  
  STRIPE82-0085   iDR3.STRIPE82-0085.049058   59.384437936839966   -0.0132210920265977      18.272774    8.513129     9.667289    4.661592     758       4.1291313     3              295.4636      19.655214   19.190996      19.202528      18.958252      18.818062      18.537033   18.244131      17.984161   17.642727      17.728374   17.570972      17.468317   0.053683497   0.043355692      0.0586824        0.04701939       0.042156834      0.014152974   0.025969245      0.0090054525  0.012178098      0.009203275    0.02344661       0.011759394    17.06693    17.408258   17.020548   16.823881   16.528955   16.12715    15.953915   15.492049   15.747187   15.5896635  15.502556    0.03659953    0.02663178    0.051612567   0.03673925    0.031828847   0.008083049    0.01770866    0.0053222906   0.007371439   0.0062754774  0.018431824    0.009048686   0.25578700000000154      0.34143399999999957   0.01287627451770819    0.015146096712597614   "6dFGS gJ035732.5-000047"                       59.3842208333    -0.0133055556    ""            ""            172.0           2       "03 57 32.213  " "-00 00 47.90  " Galaxy              G                                                                                                       4957.3269     0.016675   ""                   Sc             ""       ""       ""       0.357      0.121      85           16.66    ""       15.6     14.106   13.484   13.266   17.41    16.807   16.524   16.424   16.53    0.838638  
  STRIPE82-0088   iDR3.STRIPE82-0088.115056   300.42496835702485   1.103941736898962        3.9495673    1.1152799    2.5091355   2.2163165    108       3.560116      2              149.80795     19.474163   18.145813      17.523785      17.288788      17.140984      17.796213   16.895504      17.384724   16.883162      17.214388   16.785675      17.098995   0.03892126    0.03270984       0.032654114      0.0220223        0.020745667      0.01264989    0.016242176      0.010061727   0.00795872       0.009422289    0.01454832       0.012108708    18.209343   17.675072   17.376759   17.218904   17.776627   16.9601     17.39448    16.890747   17.158195   16.750103   17.009592    0.06009405    0.042408887   0.04451084    0.02687105    0.022572083   0.012694979    0.017076356   0.010637854    0.008614134   0.012255888   0.018711107    0.019162225   0.17033599999999893      0.5015619999999998    0.01378469732065416    0.012828857090985501   "[SHM2017] J300.42493+01.10395"                 300.4249125226   1.1039298007     0.0           0.0           90.0            2       "20 01 41.97901" "+01 06 14.1473" RRLyr               RR?|RR?|RR*|*                                                                                           ""            ""         ""                   ""             0.0236   1.3      -1.15    ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       17.29    17.501   17.308   17.247   0.205509  
  STRIPE82-0095   iDR3.STRIPE82-0095.050622   305.64797588529285   -0.6694194677482896      2.733357     1.1004263    2.2275343   1.9305047    74        3.7818565     2              117.78859     19.23085    18.346039      17.96097       17.770298      17.734516      17.633295   17.489151      17.392265   17.096329      17.336218   17.252203      17.279442   0.054466806   0.04270029       0.04189682       0.030759593      0.027249508      0.011534848   0.02052462       0.009466562   0.006090066      0.011486957    0.028808812      0.015634539    18.504433   18.015162   17.868439   17.853096   17.695946   17.543846   17.443193   17.176054   17.351696   17.25273    17.24618     0.08656835    0.063470416   0.061230864   0.04616783    0.041348763   0.016810302    0.029408947   0.013842904    0.007452111   0.017867979   0.044072893    0.025187876   0.056046999999999514     0.29593599999999753   0.014885092449148344   0.011256318225076972   "[SSV2012] 4869177"                             305.6479592461   -0.6694084475    0.0           0.0           90.0            3       "20 22 35.51022" "-00 40 09.8704" RRLyr               "RR?|V* |RR?|IR |*  |RR*|RR?"                                                                           ""            ""         ""                   ""             0.1748   -0.86    -2.63    ""         ""         ""           ""       ""       ""       16.276   ""       ""       18.12    17.209   17.218   17.127   17.089   0.071844  
  STRIPE82-0095   iDR3.STRIPE82-0095.095432   305.6574820578185    -0.0473696356750876      2.611839     1.0515043    2.2157478   2.0550373    88        3.6320744     0              146.36653     18.824707   18.1063        17.860743      17.617168      17.59269       17.363865   17.301064      17.011864   16.73418       16.900623   16.890936      16.82586    0.038804717   0.03522185       0.038469777      0.028057145      0.025100185      0.009802627   0.0183845        0.007429073   0.0050165257     0.008579468    0.022589905      0.011134948    18.207169   17.810053   17.722664   17.73981    17.391277   17.344658   17.035477   16.791834   16.90099    16.97128    16.823437    0.06007811    0.053884085   0.056300215   0.04629737    0.04263076    0.014697504    0.028112603   0.010969151    0.0060877698  0.013762952   0.038978625    0.019646708   0.1112409999999997       0.2776840000000007    0.011348938135453599   0.0089641873997641     "[SSV2012] 4472518"                             305.6574883694   -0.0473718546    0.0           0.0           90.0            3       "20 22 37.79721" "-00 02 50.5387" RRLyr               "RR?|V* |RR?|IR |*  |RR*|RR?"                                                                           ""            ""         ""                   ""             ""       -0.34    -2.62    ""         ""         ""           ""       ""       ""       15.98    15.444   ""       18.07    17.199   16.957   16.932   16.567   0.024085  
  STRIPE82-0101   iDR3.STRIPE82-0101.078420   310.75330785900184   -0.3819650374054916      3.5140328    1.5135361    2.0724814   1.9611355    84        3.6149123     2              175.22795     20.195572   19.762856      19.522957      19.328945      19.052282      18.746601   18.574884      17.919977   17.490213      17.371286   17.141943      17.057894   0.06320302    0.0667335        0.08557824       0.058701828      0.04415993       0.012627648   0.027299969      0.0077528455  0.0067553963     0.0061397487   0.010207092      0.007389495    19.648933   19.621674   19.397505   19.141634   18.649933   18.555683   17.853855   17.528908   17.3467     17.170397   17.058712    0.08337498    0.10147948    0.1634835     0.10576711    0.07892776    0.016673522    0.04337786    0.010273006    0.009176481   0.009240031   0.017421076    0.012943268   0.548690999999998        0.4297639999999987    0.009889546372105342   0.01028309255608078    "2MASS J20430080-0022546"                       310.753385125    -0.3818675556    0.044         0.039         90.0            3       "20 43 00.81243" "-00 22 54.7232" low-mass*           "*  |LM*|IR"                                                                                            -34.692       -1.16E-4   M0V                  ""             ""       8.0      -4.0     ""         ""         ""           ""       ""       ""       15.89    15.198   15.056   21.915   19.528   18.31    17.609   17.177   0.447798  
  STRIPE82-0103   iDR3.STRIPE82-0103.087316   312.4859068430339    -0.2004724242450093      3.1198733    1.1889056    2.274223    2.0695155    96        3.7864473     2              140.69273     18.10499    17.698996      17.777666      17.900127      17.820578      17.885918   17.81323       17.661644   17.300976      17.7048     17.45376       17.006826   0.0180066     0.02021736       0.031017719      0.028300313      0.025606604      0.010784356   0.021422328      0.009039326   0.008113501      0.010743726    0.018143596      0.010130277    17.851255   17.934814   18.00766    17.90004    17.947742   17.83705    17.684254   17.344147   17.656685   17.465858   16.94916     0.020285388   0.02286831    0.038453676   0.035685983   0.031934872   0.012402571    0.02566693    0.011248067    0.010098377   0.016651638   0.031257283    0.01710538    -0.04315599999999975     0.36066800000000043   0.014040550662183873   0.012146535020789962   "[VV2006] J204956.6-001201"                     312.4859017134   -0.200487193     0.0           0.0           90.0            20      "20 49 56.61641" "-00 12 01.7539" QSO                 "IR |QSO|QSO|QSO|*  |QSO"                                                                               91235.9395    0.36928    ""                   ""             ""       0.28     0.14     ""         ""         ""           18.16    17.92    ""       16.513   15.737   14.615   18.048   17.875   17.73    17.744   17.096   0.056283  
  STRIPE82-0104   iDR3.STRIPE82-0104.027921   311.6087878150387    0.3938280343112397       2.1554408    0.99213856   1.6612673   1.5094917    49        3.4749217     2              119.238754    19.982796   19.316072      19.375916      19.401075      19.03231       18.771515   18.50813       17.917097   17.327728      17.790575   16.619818      17.066349   0.06236193    0.07648792       0.09456719       0.08066676       0.058329325      0.017365543   0.03144775       0.010778714   0.009223385      0.01214368     0.011581349      0.012363082    19.614544   19.639093   19.526476   19.163023   18.901491   18.62091    18.007612   17.40296    17.824472   16.708775   17.133915    0.07568663    0.09167961    0.12415221    0.09748901    0.06899582    0.020931952    0.03762086    0.013173431    0.010666302   0.0169277     0.016134605    0.018745137   0.1265219999999978       0.5893689999999978    0.01623729162872294    0.014186314050944348   "SDSS J204626.10+002337.7"                      311.6087759664   0.3938017362     0.0           0.0           90.0            14      "20 46 26.10623" "+00 23 37.6863" QSO                 "QSO|QSO|QSO|IR |*  |AGN"                                                                               83727.635     0.3323     ""                   ""             ""       0.04     0.08     ""         ""         ""           18.64    18.02    ""       15.934   14.74    13.683   19.98    18.771   17.864   17.737   16.986   0.103838  
  STRIPE82-0105   iDR3.STRIPE82-0105.073955   312.48592414481044   -0.200477643373699       2.9486258    1.0718336    2.0744557   2.0461447    86        3.643757      2              149.82999     18.020895   17.659882      17.814062      17.842964      17.779697      17.806673   17.735205      17.633713   17.386868      17.66175    17.495628      17.061277   0.016838856   0.019049207      0.03047921       0.026104193      0.02423669       0.00987388    0.021552155      0.008609215   0.009498979      0.010472889    0.027107595      0.010260407    17.681396   17.97867    17.897346   17.837818   17.81292    17.772648   17.608265   17.366879   17.64035    17.373718   17.031883    0.020562612   0.02442211    0.04991725    0.0401206     0.036042858   0.011995632    0.030931165   0.011312399    0.011126551   0.015853886   0.032983683    0.016490074   -0.0280370000000012      0.24684500000000043   0.01355728538176231    0.01281987460775908    "[VV2006] J204956.6-001201"                     312.4859017134   -0.200487193     0.0           0.0           90.0            20      "20 49 56.61641" "-00 12 01.7539" QSO                 "IR |QSO|QSO|QSO|*  |QSO"                                                                               91235.9395    0.36928    ""                   ""             ""       0.28     0.14     ""         ""         ""           18.16    17.92    ""       16.513   15.737   14.615   18.048   17.875   17.73    17.744   17.096   0.087766  
  STRIPE82-0109   iDR3.STRIPE82-0109.003894   316.59812093991746   -1.3167490973054905      2.6929486    0.96790254   2.0749836   1.9936727    99        3.5148852     2              193.06737     19.45895    18.385504      17.751701      17.426754      17.365444      17.967941   17.22043       17.80056    17.397306      17.73444    17.4346        17.717876   0.028404547   0.022543304      0.023277238      0.015200946      0.014960721      0.005968306   0.011243173      0.0057117213  0.0066641965     0.0068506794   0.013702723      0.010753943    18.45177    17.829393   17.47218    17.411556   18.04347    17.296793   17.900494   17.48773    17.825895   17.5007     17.837013    0.042948086   0.0325536     0.034319267   0.02106908    0.019677246   0.0074458187   0.015510089   0.008226062    0.009045803   0.011289161   0.025579922    0.021032035   0.06612000000000151      0.40325400000000045   0.008919392829697437   0.008776974148274901   "[DCD2013] CSS J210623.5-011900"                316.5980884781   -1.3167644044    0.0           0.0           90.0            3       "21 06 23.54123" "-01 19 00.3519" RRLyr               "RR*|RR*|RR*|*  |RR*|RR?"                                                                               ""            ""         ""                   ""             0.2061   -0.16    -2.0     ""         ""         ""           ""       17.61    ""       ""       ""       ""       18.883   17.646   17.522   17.484   17.491   0.129175  
  STRIPE82-0111   iDR3.STRIPE82-0111.068928   318.00385158352736   -0.280345841969967       3.0446043    1.4454488    6.685196    4.167287     224       4.4468822     3              151.42407     19.452042   19.039309      19.022516      18.6059        18.618792      18.254951   17.79051       17.80782    17.470264      17.681366   17.640554      17.553623   0.037191026   0.040978763      0.058244646      0.03899815       0.038373705      0.012147852   0.018620439      0.009068343   0.008849511      0.009738788    0.018348048      0.014236313    18.258213   18.280216   18.006168   17.927822   17.680473   17.264591   17.27481    16.9064     17.14354    17.163336   17.020117    0.039528884   0.039515298   0.064523935   0.044206362   0.040631652   0.012079563    0.019965135   0.009820962    0.008529722   0.012959369   0.027539698    0.021936012   0.12645399999999896      0.3375559999999993    0.013307097221956147   0.01267078094297151    "[GPM2009] J2112-0016 2"                        318.0033333333   -0.2802777778    ""            ""            172.0           1       "21 12 00.8    " "-00 16 49     " EmG                 EmG                                                                                                     3620.3519     0.01215    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.8817    
  STRIPE82-0113   iDR3.STRIPE82-0113.032106   318.498559367999     -0.7897319155314643      2.4345684    1.0135723    1.8871379   1.6978441    77        3.568932      0              163.7315      19.244535   18.153654      17.601799      17.372463      17.232521      17.76538    17.058016      17.519314   17.092503      17.441242   17.045403      17.390602   0.040420927   0.027010432      0.027818227      0.019329142      0.01711146       0.009429021   0.013492162      0.008173351   0.007557245      0.008618069    0.012799307      0.012179875    18.212238   17.739664   17.475166   17.353758   17.85515    17.162271   17.607012   17.201748   17.541878   17.154448   17.487526    0.06285307    0.035257958   0.03878299    0.02516556    0.021685112   0.011161716    0.016911475   0.010034247    0.00896449    0.012235668   0.019173995    0.020330036   0.07807200000000236      0.4268110000000007    0.011877490469706218   0.011131739242329835   "[SIG2010] 2684274"                             318.4985399707   -0.7897338942    0.0           0.0           90.0            6       "21 13 59.64959" "-00 47 23.0420" RRLyr               "RR*|RR*|RR*|RR*|IR |*  |RR*|RR?"                                                                       ""            ""         ""                   ""             ""       1.12     -0.58    ""         ""         ""           ""       17.215   ""       16.402   15.921   ""       18.177   16.911   16.98    17.018   17.032   0.070186  
  STRIPE82-0114   iDR3.STRIPE82-0114.060371   319.16452082595964   1.1075728789378          2.6841886    1.0018343    1.896928    1.8450108    75        3.591109      0              144.47975     20.138733   19.772602      19.33078       18.735727      18.415419      18.220634   17.683283      17.502073   16.978441      17.180233   16.644901      17.03981    0.103699066   0.11023302       0.10711363       0.05453371       0.03871201       0.013448001   0.020523287      0.009065611   0.007271218      0.008606716    0.010695001      0.012307849    19.773138   19.144705   18.944298   18.561626   18.333477   17.822136   17.62841    17.10159    17.27455    16.779549   17.13134     0.10163558    0.13759427    0.12545815    0.08623573    0.05757587    0.016542528    0.027985329   0.01136247     0.008563747   0.011889503   0.01571307     0.0194294     0.3218399999999981       0.5236319999999992    0.012500434516766887   0.011621355945277858   "CRTS J211639.4+010627"                         319.1645177318   1.1075824744     0.0           0.0           90.0            2       "21 16 39.48426" "+01 06 27.2969" EB*                 EB*|*                                                                                                   ""            ""         ""                   ""             0.5612   -2.62    -8.2     ""         ""         ""           ""       17.08    ""       ""       ""       ""       ""       ""       ""       ""       ""       0.036295  
